Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01T00:00:00.000000,France,France,FR,13.95,30.19,96.46,36.68,opendata.reseaux-energies.fr,false,""
2024-01-01T01:00:00.000000,France,France,FR,14.68,31.14,96.33,36.41,opendata.reseaux-energies.fr,false,""
2024-01-01T02:00:00.000000,France,France,FR,16.41,33.37,95.94,31.77,opendata.reseaux-energies.fr,false,""
2024-01-01T03:00:00.000000,France,France,FR,16.81,33.93,95.83,29.95,opendata.reseaux-energies.fr,false,""
2024-01-01T04:00:00.000000,France,France,FR,16.98,34.18,95.79,29.96,opendata.reseaux-energies.fr,false,""
2024-01-01T05:00:00.000000,France,France,FR,17.43,34.67,95.7,29.4,opendata.reseaux-energies.fr,false,""
2024-01-01T06:00:00.000000,France,France,FR,17.62,34.83,95.68,29.09,opendata.reseaux-energies.fr,false,""
2024-01-01T07:00:00.000000,France,France,FR,16.49,33.5,95.92,32.26,opendata.reseaux-energies.fr,false,""
2024-01-01T08:00:00.000000,France,France,FR,15.54,32.49,96.1,34.57,opendata.reseaux-energies.fr,false,""
2024-01-01T09:00:00.000000,France,France,FR,14.85,31.91,96.26,34.93,opendata.reseaux-energies.fr,false,""
2024-01-01T10:00:00.000000,France,France,FR,14.2,31.61,96.4,35.96,opendata.reseaux-energies.fr,false,""
2024-01-01T11:00:00.000000,France,France,FR,13.84,31.45,96.46,36.87,opendata.reseaux-energies.fr,false,""
2024-01-01T12:00:00.000000,France,France,FR,13.58,31.14,96.51,36.97,opendata.reseaux-energies.fr,false,""
2024-01-01T13:00:00.000000,France,France,FR,13.29,30.59,96.58,36.13,opendata.reseaux-energies.fr,false,""
2024-01-01T14:00:00.000000,France,France,FR,14.4,31.58,96.37,35.05,opendata.reseaux-energies.fr,false,""
2024-01-01T15:00:00.000000,France,France,FR,13.32,29.23,96.59,32.47,opendata.reseaux-energies.fr,false,""
2024-01-01T16:00:00.000000,France,France,FR,12.52,27.48,96.78,30.62,opendata.reseaux-energies.fr,false,""
2024-01-01T17:00:00.000000,France,France,FR,12.02,26.68,96.91,32.13,opendata.reseaux-energies.fr,false,""
2024-01-01T18:00:00.000000,France,France,FR,11.52,26.08,97.04,34.18,opendata.reseaux-energies.fr,false,""
2024-01-01T19:00:00.000000,France,France,FR,11.55,26.21,97.03,35.09,opendata.reseaux-energies.fr,false,""
2024-01-01T20:00:00.000000,France,France,FR,11.63,26.49,97.0,35.86,opendata.reseaux-energies.fr,false,""
2024-01-01T21:00:00.000000,France,France,FR,11.69,26.61,96.99,36.16,opendata.reseaux-energies.fr,false,""
2024-01-01T22:00:00.000000,France,France,FR,11.64,26.56,97.0,36.4,opendata.reseaux-energies.fr,false,""
2024-01-01T23:00:00.000000,France,France,FR,12.45,27.77,96.78,36.89,opendata.reseaux-energies.fr,false,""
2024-01-02T00:00:00.000000,France,France,FR,12.26,27.49,96.83,37.0,opendata.reseaux-energies.fr,false,""
2024-01-02T01:00:00.000000,France,France,FR,12.37,27.63,96.81,36.9,opendata.reseaux-energies.fr,false,""
2024-01-02T02:00:00.000000,France,France,FR,13.03,28.78,96.64,37.64,opendata.reseaux-energies.fr,false,""
2024-01-02T03:00:00.000000,France,France,FR,13.34,29.33,96.56,38.16,opendata.reseaux-energies.fr,false,""
2024-01-02T04:00:00.000000,France,France,FR,13.35,29.28,96.55,37.83,opendata.reseaux-energies.fr,false,""
2024-01-02T05:00:00.000000,France,France,FR,12.55,27.87,96.75,36.36,opendata.reseaux-energies.fr,false,""
2024-01-02T06:00:00.000000,France,France,FR,11.94,26.76,96.91,35.47,opendata.reseaux-energies.fr,false,""
2024-01-02T07:00:00.000000,France,France,FR,12.12,26.93,96.86,36.16,opendata.reseaux-energies.fr,false,""
2024-01-02T08:00:00.000000,France,France,FR,12.22,27.04,96.84,36.59,opendata.reseaux-energies.fr,false,""
2024-01-02T09:00:00.000000,France,France,FR,11.98,26.8,96.91,37.11,opendata.reseaux-energies.fr,false,""
2024-01-02T10:00:00.000000,France,France,FR,11.7,26.62,96.99,37.55,opendata.reseaux-energies.fr,false,""
2024-01-02T11:00:00.000000,France,France,FR,11.84,26.83,96.94,37.72,opendata.reseaux-energies.fr,false,""
2024-01-02T12:00:00.000000,France,France,FR,11.71,26.7,96.98,37.86,opendata.reseaux-energies.fr,false,""
2024-01-02T13:00:00.000000,France,France,FR,11.73,26.68,96.97,37.83,opendata.reseaux-energies.fr,false,""
2024-01-02T14:00:00.000000,France,France,FR,11.66,26.53,97.0,37.46,opendata.reseaux-energies.fr,false,""
2024-01-02T15:00:00.000000,France,France,FR,11.92,26.78,96.92,36.47,opendata.reseaux-energies.fr,false,""
2024-01-02T16:00:00.000000,France,France,FR,12.06,26.83,96.88,35.99,opendata.reseaux-energies.fr,false,""
2024-01-02T17:00:00.000000,France,France,FR,11.88,26.54,96.92,36.4,opendata.reseaux-energies.fr,false,""
2024-01-02T18:00:00.000000,France,France,FR,11.8,26.32,96.95,36.51,opendata.reseaux-energies.fr,false,""
2024-01-02T19:00:00.000000,France,France,FR,11.88,26.47,96.92,36.37,opendata.reseaux-energies.fr,false,""
2024-01-02T20:00:00.000000,France,France,FR,12.07,26.88,96.87,35.88,opendata.reseaux-energies.fr,false,""
2024-01-02T21:00:00.000000,France,France,FR,12.42,27.46,96.78,35.69,opendata.reseaux-energies.fr,false,""
2024-01-02T22:00:00.000000,France,France,FR,12.55,27.71,96.74,35.89,opendata.reseaux-energies.fr,false,""
2024-01-02T23:00:00.000000,France,France,FR,12.62,27.84,96.73,35.82,opendata.reseaux-energies.fr,false,""
2024-01-03T00:00:00.000000,France,France,FR,12.95,28.37,96.64,35.65,opendata.reseaux-energies.fr,false,""
2024-01-03T01:00:00.000000,France,France,FR,14.11,29.8,96.35,30.54,opendata.reseaux-energies.fr,false,""
2024-01-03T02:00:00.000000,France,France,FR,14.47,30.3,96.25,29.34,opendata.reseaux-energies.fr,false,""
2024-01-03T03:00:00.000000,France,France,FR,14.7,30.64,96.18,28.97,opendata.reseaux-energies.fr,false,""
2024-01-03T04:00:00.000000,France,France,FR,13.93,29.65,96.38,32.52,opendata.reseaux-energies.fr,false,""
2024-01-03T05:00:00.000000,France,France,FR,12.99,28.29,96.62,35.05,opendata.reseaux-energies.fr,false,""
2024-01-03T06:00:00.000000,France,France,FR,12.55,27.46,96.74,34.7,opendata.reseaux-energies.fr,false,""
2024-01-03T07:00:00.000000,France,France,FR,12.32,27.02,96.8,35.17,opendata.reseaux-energies.fr,false,""
2024-01-03T08:00:00.000000,France,France,FR,12.29,27.05,96.81,35.65,opendata.reseaux-energies.fr,false,""
2024-01-03T09:00:00.000000,France,France,FR,12.21,27.27,96.83,36.22,opendata.reseaux-energies.fr,false,""
2024-01-03T10:00:00.000000,France,France,FR,12.07,27.33,96.86,37.01,opendata.reseaux-energies.fr,false,""
2024-01-03T11:00:00.000000,France,France,FR,11.94,27.34,96.9,37.91,opendata.reseaux-energies.fr,false,""
2024-01-03T12:00:00.000000,France,France,FR,11.98,27.56,96.88,37.97,opendata.reseaux-energies.fr,false,""
2024-01-03T13:00:00.000000,France,France,FR,11.65,27.06,96.98,37.87,opendata.reseaux-energies.fr,false,""
2024-01-03T14:00:00.000000,France,France,FR,11.62,26.76,96.99,37.86,opendata.reseaux-energies.fr,false,""
2024-01-03T15:00:00.000000,France,France,FR,11.81,26.7,96.95,37.33,opendata.reseaux-energies.fr,false,""
2024-01-03T16:00:00.000000,France,France,FR,11.9,26.59,96.93,37.21,opendata.reseaux-energies.fr,false,""
2024-01-03T17:00:00.000000,France,France,FR,11.93,26.53,96.92,37.39,opendata.reseaux-energies.fr,false,""
2024-01-03T18:00:00.000000,France,France,FR,11.89,26.4,96.94,37.45,opendata.reseaux-energies.fr,false,""
2024-01-03T19:00:00.000000,France,France,FR,11.96,26.51,96.92,36.86,opendata.reseaux-energies.fr,false,""
2024-01-03T20:00:00.000000,France,France,FR,12.05,26.73,96.9,36.33,opendata.reseaux-energies.fr,false,""
2024-01-03T21:00:00.000000,France,France,FR,12.41,27.27,96.8,35.71,opendata.reseaux-energies.fr,false,""
2024-01-03T22:00:00.000000,France,France,FR,12.51,27.41,96.78,35.24,opendata.reseaux-energies.fr,false,""
2024-01-03T23:00:00.000000,France,France,FR,12.88,27.95,96.67,34.33,opendata.reseaux-energies.fr,false,""
2024-01-04T00:00:00.000000,France,France,FR,13.14,28.23,96.61,33.04,opendata.reseaux-energies.fr,false,""
2024-01-04T01:00:00.000000,France,France,FR,13.3,28.42,96.57,32.78,opendata.reseaux-energies.fr,false,""
2024-01-04T02:00:00.000000,France,France,FR,13.72,29.06,96.46,32.82,opendata.reseaux-energies.fr,false,""
2024-01-04T03:00:00.000000,France,France,FR,13.82,29.1,96.44,31.75,opendata.reseaux-energies.fr,false,""
2024-01-04T04:00:00.000000,France,France,FR,13.97,29.25,96.39,31.2,opendata.reseaux-energies.fr,false,""
2024-01-04T05:00:00.000000,France,France,FR,14.8,30.18,96.16,30.53,opendata.reseaux-energies.fr,false,""
2024-01-04T06:00:00.000000,France,France,FR,17.4,33.43,95.44,30.36,opendata.reseaux-energies.fr,false,""
2024-01-04T07:00:00.000000,France,France,FR,20.09,36.81,94.71,30.1,opendata.reseaux-energies.fr,false,""
2024-01-04T08:00:00.000000,France,France,FR,22.12,39.6,94.14,30.38,opendata.reseaux-energies.fr,false,""
2024-01-04T09:00:00.000000,France,France,FR,23.1,41.33,93.86,31.36,opendata.reseaux-energies.fr,false,""
2024-01-04T10:00:00.000000,France,France,FR,23.88,42.76,93.64,32.04,opendata.reseaux-energies.fr,false,""
2024-01-04T11:00:00.000000,France,France,FR,24.81,44.34,93.39,32.54,opendata.reseaux-energies.fr,false,""
2024-01-04T12:00:00.000000,France,France,FR,24.61,44.06,93.44,32.49,opendata.reseaux-energies.fr,false,""
2024-01-04T13:00:00.000000,France,France,FR,24.97,44.38,93.34,31.76,opendata.reseaux-energies.fr,false,""
2024-01-04T14:00:00.000000,France,France,FR,25.56,44.81,93.18,31.1,opendata.reseaux-energies.fr,false,""
2024-01-04T15:00:00.000000,France,France,FR,24.82,43.49,93.39,30.95,opendata.reseaux-energies.fr,false,""
2024-01-04T16:00:00.000000,France,France,FR,24.78,43.14,93.4,32.16,opendata.reseaux-energies.fr,false,""
2024-01-04T17:00:00.000000,France,France,FR,24.86,43.23,93.37,34.15,opendata.reseaux-energies.fr,false,""
2024-01-04T18:00:00.000000,France,France,FR,24.41,42.64,93.5,34.61,opendata.reseaux-energies.fr,false,""
2024-01-04T19:00:00.000000,France,France,FR,24.62,42.96,93.44,34.24,opendata.reseaux-energies.fr,false,""
2024-01-04T20:00:00.000000,France,France,FR,23.89,42.11,93.64,33.14,opendata.reseaux-energies.fr,false,""
2024-01-04T21:00:00.000000,France,France,FR,23.25,41.31,93.83,31.78,opendata.reseaux-energies.fr,false,""
2024-01-04T22:00:00.000000,France,France,FR,24.79,43.3,93.4,31.42,opendata.reseaux-energies.fr,false,""
2024-01-04T23:00:00.000000,France,France,FR,23.24,41.37,93.83,30.79,opendata.reseaux-energies.fr,false,""
2024-01-05T00:00:00.000000,France,France,FR,18.22,34.83,95.21,30.46,opendata.reseaux-energies.fr,false,""
2024-01-05T01:00:00.000000,France,France,FR,17.15,33.4,95.51,29.65,opendata.reseaux-energies.fr,false,""
2024-01-05T02:00:00.000000,France,France,FR,15.88,31.76,95.86,29.4,opendata.reseaux-energies.fr,false,""
2024-01-05T03:00:00.000000,France,France,FR,17.21,33.51,95.5,29.22,opendata.reseaux-energies.fr,false,""
2024-01-05T04:00:00.000000,France,France,FR,19.22,35.97,95.02,28.64,opendata.reseaux-energies.fr,false,""
2024-01-05T05:00:00.000000,France,France,FR,20.45,37.39,94.77,28.41,opendata.reseaux-energies.fr,false,""
2024-01-05T06:00:00.000000,France,France,FR,22.65,40.26,94.13,28.53,opendata.reseaux-energies.fr,false,""
2024-01-05T07:00:00.000000,France,France,FR,26.53,45.28,93.01,27.99,opendata.reseaux-energies.fr,false,""
2024-01-05T08:00:00.000000,France,France,FR,30.17,50.0,92.05,28.01,opendata.reseaux-energies.fr,false,""
2024-01-05T09:00:00.000000,France,France,FR,29.55,49.41,92.25,28.59,opendata.reseaux-energies.fr,false,""
2024-01-05T10:00:00.000000,France,France,FR,29.34,49.5,92.29,28.73,opendata.reseaux-energies.fr,false,""
2024-01-05T11:00:00.000000,France,France,FR,29.11,49.43,92.36,29.83,opendata.reseaux-energies.fr,false,""
2024-01-05T12:00:00.000000,France,France,FR,28.84,49.17,92.43,29.87,opendata.reseaux-energies.fr,false,""
2024-01-05T13:00:00.000000,France,France,FR,29.04,49.34,92.38,29.4,opendata.reseaux-energies.fr,false,""
2024-01-05T14:00:00.000000,France,France,FR,28.49,48.4,92.52,28.48,opendata.reseaux-energies.fr,false,""
2024-01-05T15:00:00.000000,France,France,FR,29.71,49.67,92.19,27.0,opendata.reseaux-energies.fr,false,""
2024-01-05T16:00:00.000000,France,France,FR,31.12,51.16,91.81,26.28,opendata.reseaux-energies.fr,false,""
2024-01-05T17:00:00.000000,France,France,FR,31.75,51.84,91.64,26.92,opendata.reseaux-energies.fr,false,""
2024-01-05T18:00:00.000000,France,France,FR,31.59,51.61,91.69,27.25,opendata.reseaux-energies.fr,false,""
2024-01-05T19:00:00.000000,France,France,FR,31.65,51.75,91.67,26.67,opendata.reseaux-energies.fr,false,""
2024-01-05T20:00:00.000000,France,France,FR,31.39,51.47,91.75,25.86,opendata.reseaux-energies.fr,false,""
2024-01-05T21:00:00.000000,France,France,FR,31.68,51.93,91.68,24.91,opendata.reseaux-energies.fr,false,""
2024-01-05T22:00:00.000000,France,France,FR,32.87,53.47,91.36,24.91,opendata.reseaux-energies.fr,false,""
2024-01-05T23:00:00.000000,France,France,FR,27.86,46.9,92.79,24.96,opendata.reseaux-energies.fr,false,""
2024-01-06T00:00:00.000000,France,France,FR,19.78,36.42,95.06,25.01,opendata.reseaux-energies.fr,false,""
2024-01-06T01:00:00.000000,France,France,FR,19.49,36.06,95.14,24.49,opendata.reseaux-energies.fr,false,""
2024-01-06T02:00:00.000000,France,France,FR,20.15,37.01,94.96,24.83,opendata.reseaux-energies.fr,false,""
2024-01-06T03:00:00.000000,France,France,FR,20.1,36.91,94.98,24.72,opendata.reseaux-energies.fr,false,""
2024-01-06T04:00:00.000000,France,France,FR,20.13,36.92,94.99,24.72,opendata.reseaux-energies.fr,false,""
2024-01-06T05:00:00.000000,France,France,FR,19.04,35.43,95.24,24.32,opendata.reseaux-energies.fr,false,""
2024-01-06T06:00:00.000000,France,France,FR,19.48,36.01,95.1,24.44,opendata.reseaux-energies.fr,false,""
2024-01-06T07:00:00.000000,France,France,FR,21.0,38.01,94.67,24.88,opendata.reseaux-energies.fr,false,""
2024-01-06T08:00:00.000000,France,France,FR,27.7,46.91,92.8,25.91,opendata.reseaux-energies.fr,false,""
2024-01-06T09:00:00.000000,France,France,FR,26.29,45.59,93.15,28.57,opendata.reseaux-energies.fr,false,""
2024-01-06T10:00:00.000000,France,France,FR,24.37,43.52,93.64,30.0,opendata.reseaux-energies.fr,false,""
2024-01-06T11:00:00.000000,France,France,FR,24.01,43.24,93.73,31.01,opendata.reseaux-energies.fr,false,""
2024-01-06T12:00:00.000000,France,France,FR,22.55,41.32,94.13,30.99,opendata.reseaux-energies.fr,false,""
2024-01-06T13:00:00.000000,France,France,FR,23.8,42.85,93.79,30.46,opendata.reseaux-energies.fr,false,""
2024-01-06T14:00:00.000000,France,France,FR,25.53,44.87,93.32,29.87,opendata.reseaux-energies.fr,false,""
2024-01-06T15:00:00.000000,France,France,FR,25.76,44.8,93.28,28.09,opendata.reseaux-energies.fr,false,""
2024-01-06T16:00:00.000000,France,France,FR,27.29,46.33,92.9,27.32,opendata.reseaux-energies.fr,false,""
2024-01-06T17:00:00.000000,France,France,FR,27.26,46.07,92.93,28.38,opendata.reseaux-energies.fr,false,""
2024-01-06T18:00:00.000000,France,France,FR,26.83,45.56,93.02,29.4,opendata.reseaux-energies.fr,false,""
2024-01-06T19:00:00.000000,France,France,FR,25.88,44.35,93.26,28.77,opendata.reseaux-energies.fr,false,""
2024-01-06T20:00:00.000000,France,France,FR,22.42,39.92,94.15,27.65,opendata.reseaux-energies.fr,false,""
2024-01-06T21:00:00.000000,France,France,FR,20.55,37.44,94.74,26.91,opendata.reseaux-energies.fr,false,""
2024-01-06T22:00:00.000000,France,France,FR,21.61,38.81,94.47,27.08,opendata.reseaux-energies.fr,false,""
2024-01-06T23:00:00.000000,France,France,FR,20.01,36.79,94.85,25.9,opendata.reseaux-energies.fr,false,""
2024-01-07T00:00:00.000000,France,France,FR,18.11,34.31,95.45,25.43,opendata.reseaux-energies.fr,false,""
2024-01-07T01:00:00.000000,France,France,FR,19.21,35.73,95.23,25.51,opendata.reseaux-energies.fr,false,""
2024-01-07T02:00:00.000000,France,France,FR,18.78,35.14,95.33,25.31,opendata.reseaux-energies.fr,false,""
2024-01-07T03:00:00.000000,France,France,FR,18.92,35.37,95.25,24.81,opendata.reseaux-energies.fr,false,""
2024-01-07T04:00:00.000000,France,France,FR,19.36,35.93,95.15,24.95,opendata.reseaux-energies.fr,false,""
2024-01-07T05:00:00.000000,France,France,FR,19.5,36.05,95.12,25.05,opendata.reseaux-energies.fr,false,""
2024-01-07T06:00:00.000000,France,France,FR,19.52,36.08,95.08,25.46,opendata.reseaux-energies.fr,false,""
2024-01-07T07:00:00.000000,France,France,FR,19.47,35.97,95.08,25.64,opendata.reseaux-energies.fr,false,""
2024-01-07T08:00:00.000000,France,France,FR,21.28,38.46,94.61,27.08,opendata.reseaux-energies.fr,false,""
2024-01-07T09:00:00.000000,France,France,FR,20.48,37.93,94.8,29.21,opendata.reseaux-energies.fr,false,""
2024-01-07T10:00:00.000000,France,France,FR,19.26,36.66,95.09,29.63,opendata.reseaux-energies.fr,false,""
2024-01-07T11:00:00.000000,France,France,FR,18.37,35.56,95.32,30.53,opendata.reseaux-energies.fr,false,""
2024-01-07T12:00:00.000000,France,France,FR,17.73,34.74,95.49,30.77,opendata.reseaux-energies.fr,false,""
2024-01-07T13:00:00.000000,France,France,FR,17.58,34.38,95.53,29.71,opendata.reseaux-energies.fr,false,""
2024-01-07T14:00:00.000000,France,France,FR,19.97,37.31,94.89,29.47,opendata.reseaux-energies.fr,false,""
2024-01-07T15:00:00.000000,France,France,FR,22.91,40.83,94.1,28.9,opendata.reseaux-energies.fr,false,""
2024-01-07T16:00:00.000000,France,France,FR,26.14,44.72,93.23,28.28,opendata.reseaux-energies.fr,false,""
2024-01-07T17:00:00.000000,France,France,FR,25.94,44.31,93.25,29.47,opendata.reseaux-energies.fr,false,""
2024-01-07T18:00:00.000000,France,France,FR,25.67,43.96,93.23,29.88,opendata.reseaux-energies.fr,false,""
2024-01-07T19:00:00.000000,France,France,FR,25.43,43.72,93.23,29.46,opendata.reseaux-energies.fr,false,""
2024-01-07T20:00:00.000000,France,France,FR,25.23,43.51,93.27,29.17,opendata.reseaux-energies.fr,false,""
2024-01-07T21:00:00.000000,France,France,FR,24.92,43.11,93.38,28.55,opendata.reseaux-energies.fr,false,""
2024-01-07T22:00:00.000000,France,France,FR,25.55,43.89,93.19,28.02,opendata.reseaux-energies.fr,false,""
2024-01-07T23:00:00.000000,France,France,FR,23.86,41.72,93.66,27.81,opendata.reseaux-energies.fr,false,""
2024-01-08T00:00:00.000000,France,France,FR,19.81,36.45,94.77,27.62,opendata.reseaux-energies.fr,false,""
2024-01-08T01:00:00.000000,France,France,FR,20.42,37.27,94.61,27.43,opendata.reseaux-energies.fr,false,""
2024-01-08T02:00:00.000000,France,France,FR,21.39,38.58,94.34,27.14,opendata.reseaux-energies.fr,false,""
2024-01-08T03:00:00.000000,France,France,FR,22.1,39.51,94.15,27.08,opendata.reseaux-energies.fr,false,""
2024-01-08T04:00:00.000000,France,France,FR,22.34,39.83,94.08,27.36,opendata.reseaux-energies.fr,false,""
2024-01-08T05:00:00.000000,France,France,FR,27.72,46.73,92.64,27.8,opendata.reseaux-energies.fr,false,""
2024-01-08T06:00:00.000000,France,France,FR,38.55,60.88,89.73,28.27,opendata.reseaux-energies.fr,false,""
2024-01-08T07:00:00.000000,France,France,FR,40.68,63.52,89.16,29.39,opendata.reseaux-energies.fr,false,""
2024-01-08T08:00:00.000000,France,France,FR,38.19,60.17,89.81,30.55,opendata.reseaux-energies.fr,false,""
2024-01-08T09:00:00.000000,France,France,FR,38.15,60.3,89.84,31.24,opendata.reseaux-energies.fr,false,""
2024-01-08T10:00:00.000000,France,France,FR,38.6,61.06,89.87,31.15,opendata.reseaux-energies.fr,false,""
2024-01-08T11:00:00.000000,France,France,FR,39.67,62.78,89.55,30.78,opendata.reseaux-energies.fr,false,""
2024-01-08T12:00:00.000000,France,France,FR,40.74,64.12,89.34,30.52,opendata.reseaux-energies.fr,false,""
2024-01-08T13:00:00.000000,France,France,FR,40.84,64.18,89.26,29.96,opendata.reseaux-energies.fr,false,""
2024-01-08T14:00:00.000000,France,France,FR,41.93,65.47,88.89,29.17,opendata.reseaux-energies.fr,false,""
2024-01-08T15:00:00.000000,France,France,FR,42.81,66.32,88.65,28.26,opendata.reseaux-energies.fr,false,""
2024-01-08T16:00:00.000000,France,France,FR,43.65,67.02,88.5,27.41,opendata.reseaux-energies.fr,false,""
2024-01-08T17:00:00.000000,France,France,FR,44.89,68.81,88.09,27.61,opendata.reseaux-energies.fr,false,""
2024-01-08T18:00:00.000000,France,France,FR,45.62,69.84,87.88,28.0,opendata.reseaux-energies.fr,false,""
2024-01-08T19:00:00.000000,France,France,FR,45.55,69.68,87.89,27.12,opendata.reseaux-energies.fr,false,""
2024-01-08T20:00:00.000000,France,France,FR,46.44,70.99,87.68,26.38,opendata.reseaux-energies.fr,false,""
2024-01-08T21:00:00.000000,France,France,FR,44.92,69.11,88.05,25.3,opendata.reseaux-energies.fr,false,""
2024-01-08T22:00:00.000000,France,France,FR,48.97,74.65,86.96,24.4,opendata.reseaux-energies.fr,false,""
2024-01-08T23:00:00.000000,France,France,FR,47.53,72.83,87.31,22.95,opendata.reseaux-energies.fr,false,""
2024-01-09T00:00:00.000000,France,France,FR,47.5,72.79,87.31,22.11,opendata.reseaux-energies.fr,false,""
2024-01-09T01:00:00.000000,France,France,FR,47.63,72.88,87.27,21.98,opendata.reseaux-energies.fr,false,""
2024-01-09T02:00:00.000000,France,France,FR,46.13,70.79,87.64,21.52,opendata.reseaux-energies.fr,false,""
2024-01-09T03:00:00.000000,France,France,FR,45.64,69.99,87.86,21.28,opendata.reseaux-energies.fr,false,""
2024-01-09T04:00:00.000000,France,France,FR,48.4,73.39,87.36,22.41,opendata.reseaux-energies.fr,false,""
2024-01-09T05:00:00.000000,France,France,FR,50.55,76.16,86.82,22.96,opendata.reseaux-energies.fr,false,""
2024-01-09T06:00:00.000000,France,France,FR,51.27,76.7,86.8,25.2,opendata.reseaux-energies.fr,false,""
2024-01-09T07:00:00.000000,France,France,FR,50.06,74.81,87.21,25.91,opendata.reseaux-energies.fr,false,""
2024-01-09T08:00:00.000000,France,France,FR,49.41,74.07,87.37,26.31,opendata.reseaux-energies.fr,false,""
2024-01-09T09:00:00.000000,France,France,FR,50.42,75.7,87.18,26.9,opendata.reseaux-energies.fr,false,""
2024-01-09T10:00:00.000000,France,France,FR,50.78,76.58,87.12,27.22,opendata.reseaux-energies.fr,false,""
2024-01-09T11:00:00.000000,France,France,FR,50.21,76.12,87.22,27.13,opendata.reseaux-energies.fr,false,""
2024-01-09T12:00:00.000000,France,France,FR,52.25,78.48,86.89,26.9,opendata.reseaux-energies.fr,false,""
2024-01-09T13:00:00.000000,France,France,FR,52.94,79.22,86.7,26.45,opendata.reseaux-energies.fr,false,""
2024-01-09T14:00:00.000000,France,France,FR,52.58,78.39,86.83,25.96,opendata.reseaux-energies.fr,false,""
2024-01-09T15:00:00.000000,France,France,FR,47.62,72.87,87.34,25.47,opendata.reseaux-energies.fr,false,""
2024-01-09T16:00:00.000000,France,France,FR,46.55,71.03,87.67,25.0,opendata.reseaux-energies.fr,false,""
2024-01-09T17:00:00.000000,France,France,FR,47.32,71.9,87.51,25.43,opendata.reseaux-energies.fr,false,""
2024-01-09T18:00:00.000000,France,France,FR,56.54,83.8,86.17,25.21,opendata.reseaux-energies.fr,false,""
2024-01-09T19:00:00.000000,France,France,FR,55.95,83.03,86.38,24.07,opendata.reseaux-energies.fr,false,""
2024-01-09T20:00:00.000000,France,France,FR,60.36,88.6,85.35,21.88,opendata.reseaux-energies.fr,false,""
2024-01-09T21:00:00.000000,France,France,FR,61.85,90.66,84.83,20.34,opendata.reseaux-energies.fr,false,""
2024-01-09T22:00:00.000000,France,France,FR,60.79,89.37,84.95,19.91,opendata.reseaux-energies.fr,false,""
2024-01-09T23:00:00.000000,France,France,FR,55.52,82.89,85.59,19.33,opendata.reseaux-energies.fr,false,""
2024-01-10T00:00:00.000000,France,France,FR,53.19,79.84,85.85,18.57,opendata.reseaux-energies.fr,false,""
2024-01-10T01:00:00.000000,France,France,FR,52.98,79.58,85.86,18.31,opendata.reseaux-energies.fr,false,""
2024-01-10T02:00:00.000000,France,France,FR,51.44,77.54,86.24,17.63,opendata.reseaux-energies.fr,false,""
2024-01-10T03:00:00.000000,France,France,FR,51.42,77.6,86.22,17.49,opendata.reseaux-energies.fr,false,""
2024-01-10T04:00:00.000000,France,France,FR,53.77,80.61,85.62,17.98,opendata.reseaux-energies.fr,false,""
2024-01-10T05:00:00.000000,France,France,FR,54.34,81.29,85.5,19.86,opendata.reseaux-energies.fr,false,""
2024-01-10T06:00:00.000000,France,France,FR,51.67,77.75,86.24,22.55,opendata.reseaux-energies.fr,false,""
2024-01-10T07:00:00.000000,France,France,FR,50.51,76.11,86.57,23.75,opendata.reseaux-energies.fr,false,""
2024-01-10T08:00:00.000000,France,France,FR,47.61,72.24,87.35,24.41,opendata.reseaux-energies.fr,false,""
2024-01-10T09:00:00.000000,France,France,FR,49.17,74.19,87.2,24.45,opendata.reseaux-energies.fr,false,""
2024-01-10T10:00:00.000000,France,France,FR,54.21,80.13,86.55,24.08,opendata.reseaux-energies.fr,false,""
2024-01-10T11:00:00.000000,France,France,FR,55.05,81.28,86.4,24.16,opendata.reseaux-energies.fr,false,""
2024-01-10T12:00:00.000000,France,France,FR,53.08,79.2,86.54,23.22,opendata.reseaux-energies.fr,false,""
2024-01-10T13:00:00.000000,France,France,FR,51.6,77.87,86.41,22.72,opendata.reseaux-energies.fr,false,""
2024-01-10T14:00:00.000000,France,France,FR,49.58,75.17,86.84,23.05,opendata.reseaux-energies.fr,false,""
2024-01-10T15:00:00.000000,France,France,FR,48.42,73.44,87.14,23.34,opendata.reseaux-energies.fr,false,""
2024-01-10T16:00:00.000000,France,France,FR,47.3,71.88,87.4,23.47,opendata.reseaux-energies.fr,false,""
2024-01-10T17:00:00.000000,France,France,FR,53.71,80.04,86.59,24.14,opendata.reseaux-energies.fr,false,""
2024-01-10T18:00:00.000000,France,France,FR,53.6,79.84,86.75,24.79,opendata.reseaux-energies.fr,false,""
2024-01-10T19:00:00.000000,France,France,FR,51.75,77.42,87.17,24.09,opendata.reseaux-energies.fr,false,""
2024-01-10T20:00:00.000000,France,France,FR,52.79,78.87,86.89,23.05,opendata.reseaux-energies.fr,false,""
2024-01-10T21:00:00.000000,France,France,FR,56.79,84.17,85.87,21.83,opendata.reseaux-energies.fr,false,""
2024-01-10T22:00:00.000000,France,France,FR,57.35,84.96,85.75,21.99,opendata.reseaux-energies.fr,false,""
