Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-04-05T06:00:00.000000,France,France,FR,6.41,20.48,98.61,41.47,opendata.reseaux-energies.fr,false,""
2024-04-05T07:00:00.000000,France,France,FR,6.12,20.8,98.68,43.38,opendata.reseaux-energies.fr,false,""
2024-04-05T08:00:00.000000,France,France,FR,5.82,21.31,98.76,45.51,opendata.reseaux-energies.fr,false,""
2024-04-05T09:00:00.000000,France,France,FR,5.75,22.03,98.79,47.03,opendata.reseaux-energies.fr,false,""
2024-04-05T10:00:00.000000,France,France,FR,5.57,22.37,98.84,48.3,opendata.reseaux-energies.fr,false,""
2024-04-05T11:00:00.000000,France,France,FR,4.49,21.42,99.0,48.67,opendata.reseaux-energies.fr,false,""
2024-04-05T12:00:00.000000,France,France,FR,7.47,25.09,98.42,45.01,opendata.reseaux-energies.fr,false,""
2024-04-05T13:00:00.000000,France,France,FR,7.37,24.84,98.47,42.78,opendata.reseaux-energies.fr,false,""
2024-04-05T14:00:00.000000,France,France,FR,5.44,22.42,98.78,44.42,opendata.reseaux-energies.fr,false,""
2024-04-05T15:00:00.000000,France,France,FR,5.81,22.63,98.71,44.59,opendata.reseaux-energies.fr,false,""
2024-04-05T16:00:00.000000,France,France,FR,6.31,22.02,98.6,40.0,opendata.reseaux-energies.fr,false,""
2024-04-05T17:00:00.000000,France,France,FR,6.62,20.93,98.52,34.6,opendata.reseaux-energies.fr,false,""
2024-04-05T18:00:00.000000,France,France,FR,7.29,21.0,98.36,32.13,opendata.reseaux-energies.fr,false,""
2024-04-05T19:00:00.000000,France,France,FR,7.26,21.04,98.37,32.9,opendata.reseaux-energies.fr,false,""
2024-04-05T20:00:00.000000,France,France,FR,7.05,20.97,98.43,34.88,opendata.reseaux-energies.fr,false,""
2024-04-05T21:00:00.000000,France,France,FR,6.66,20.53,98.53,36.18,opendata.reseaux-energies.fr,false,""
2024-04-05T22:00:00.000000,France,France,FR,6.44,20.58,98.59,37.72,opendata.reseaux-energies.fr,false,""
2024-04-05T23:00:00.000000,France,France,FR,6.87,21.85,98.5,41.69,opendata.reseaux-energies.fr,false,""
2024-04-06T00:00:00.000000,France,France,FR,6.93,22.06,98.48,43.72,opendata.reseaux-energies.fr,false,""
2024-04-06T01:00:00.000000,France,France,FR,5.36,20.21,98.78,44.08,opendata.reseaux-energies.fr,false,""
2024-04-06T02:00:00.000000,France,France,FR,5.16,20.25,98.8,45.14,opendata.reseaux-energies.fr,false,""
2024-04-06T03:00:00.000000,France,France,FR,5.24,20.4,98.78,46.1,opendata.reseaux-energies.fr,false,""
2024-04-06T04:00:00.000000,France,France,FR,5.09,20.22,98.82,47.59,opendata.reseaux-energies.fr,false,""
2024-04-06T05:00:00.000000,France,France,FR,5.21,20.43,98.79,48.39,opendata.reseaux-energies.fr,false,""
2024-04-06T06:00:00.000000,France,France,FR,5.74,21.51,98.7,50.35,opendata.reseaux-energies.fr,false,""
2024-04-06T07:00:00.000000,France,France,FR,5.37,21.7,98.77,51.63,opendata.reseaux-energies.fr,false,""
2024-04-06T08:00:00.000000,France,France,FR,7.62,25.41,98.34,49.66,opendata.reseaux-energies.fr,false,""
2024-04-06T09:00:00.000000,France,France,FR,10.58,30.26,97.82,50.96,opendata.reseaux-energies.fr,false,""
2024-04-06T10:00:00.000000,France,France,FR,12.87,34.16,97.45,53.34,opendata.reseaux-energies.fr,false,""
2024-04-06T11:00:00.000000,France,France,FR,11.56,32.72,97.72,53.2,opendata.reseaux-energies.fr,false,""
2024-04-06T12:00:00.000000,France,France,FR,13.21,35.05,97.43,52.96,opendata.reseaux-energies.fr,false,""
2024-04-06T13:00:00.000000,France,France,FR,13.81,35.37,97.29,50.27,opendata.reseaux-energies.fr,false,""
2024-04-06T14:00:00.000000,France,France,FR,10.44,29.78,97.77,44.78,opendata.reseaux-energies.fr,false,""
2024-04-06T15:00:00.000000,France,France,FR,9.1,26.64,98.04,39.81,opendata.reseaux-energies.fr,false,""
2024-04-06T16:00:00.000000,France,France,FR,8.3,24.59,98.2,39.6,opendata.reseaux-energies.fr,false,""
2024-04-06T17:00:00.000000,France,France,FR,7.83,23.12,98.28,39.06,opendata.reseaux-energies.fr,false,""
2024-04-06T18:00:00.000000,France,France,FR,8.36,23.3,98.15,38.06,opendata.reseaux-energies.fr,false,""
2024-04-06T19:00:00.000000,France,France,FR,8.38,23.27,98.15,38.21,opendata.reseaux-energies.fr,false,""
2024-04-06T20:00:00.000000,France,France,FR,8.56,23.52,98.11,38.86,opendata.reseaux-energies.fr,false,""
2024-04-06T21:00:00.000000,France,France,FR,8.62,23.62,98.09,39.31,opendata.reseaux-energies.fr,false,""
2024-04-06T22:00:00.000000,France,France,FR,8.28,23.62,98.18,41.93,opendata.reseaux-energies.fr,false,""
2024-04-06T23:00:00.000000,France,France,FR,8.7,24.77,98.11,45.66,opendata.reseaux-energies.fr,false,""
2024-04-07T00:00:00.000000,France,France,FR,10.03,26.77,97.8,45.2,opendata.reseaux-energies.fr,false,""
2024-04-07T01:00:00.000000,France,France,FR,11.02,28.56,97.47,44.54,opendata.reseaux-energies.fr,false,""
2024-04-07T02:00:00.000000,France,France,FR,11.17,28.93,97.46,43.1,opendata.reseaux-energies.fr,false,""
2024-04-07T03:00:00.000000,France,France,FR,11.84,29.84,97.32,42.1,opendata.reseaux-energies.fr,false,""
2024-04-07T04:00:00.000000,France,France,FR,13.17,31.52,97.08,41.95,opendata.reseaux-energies.fr,false,""
2024-04-07T05:00:00.000000,France,France,FR,11.96,29.95,97.3,41.91,opendata.reseaux-energies.fr,false,""
2024-04-07T06:00:00.000000,France,France,FR,11.65,29.69,97.37,42.23,opendata.reseaux-energies.fr,false,""
2024-04-07T07:00:00.000000,France,France,FR,14.17,33.66,97.06,41.49,opendata.reseaux-energies.fr,false,""
2024-04-07T08:00:00.000000,France,France,FR,17.29,38.79,96.55,44.99,opendata.reseaux-energies.fr,false,""
2024-04-07T09:00:00.000000,France,France,FR,18.32,41.48,96.46,49.66,opendata.reseaux-energies.fr,false,""
2024-04-07T10:00:00.000000,France,France,FR,18.56,42.35,96.5,51.31,opendata.reseaux-energies.fr,false,""
2024-04-07T11:00:00.000000,France,France,FR,17.71,41.27,96.67,51.41,opendata.reseaux-energies.fr,false,""
2024-04-07T12:00:00.000000,France,France,FR,18.38,42.13,96.55,51.53,opendata.reseaux-energies.fr,false,""
2024-04-07T13:00:00.000000,France,France,FR,16.34,38.61,96.89,48.1,opendata.reseaux-energies.fr,false,""
2024-04-07T14:00:00.000000,France,France,FR,17.28,39.1,96.5,44.23,opendata.reseaux-energies.fr,false,""
2024-04-07T15:00:00.000000,France,France,FR,9.72,27.86,97.8,39.86,opendata.reseaux-energies.fr,false,""
2024-04-07T16:00:00.000000,France,France,FR,9.37,26.12,97.89,40.06,opendata.reseaux-energies.fr,false,""
2024-04-07T17:00:00.000000,France,France,FR,12.78,29.34,97.3,35.7,opendata.reseaux-energies.fr,false,""
2024-04-07T18:00:00.000000,France,France,FR,9.71,24.63,97.91,33.3,opendata.reseaux-energies.fr,false,""
2024-04-07T19:00:00.000000,France,France,FR,5.56,18.96,98.7,30.83,opendata.reseaux-energies.fr,false,""
2024-04-07T20:00:00.000000,France,France,FR,5.98,19.49,98.62,29.76,opendata.reseaux-energies.fr,false,""
2024-04-07T21:00:00.000000,France,France,FR,7.68,21.52,98.29,29.4,opendata.reseaux-energies.fr,false,""
2024-04-07T22:00:00.000000,France,France,FR,8.24,22.39,98.18,29.22,opendata.reseaux-energies.fr,false,""
2024-04-07T23:00:00.000000,France,France,FR,8.32,22.68,98.17,28.83,opendata.reseaux-energies.fr,false,""
2024-04-08T00:00:00.000000,France,France,FR,8.37,22.68,98.16,27.89,opendata.reseaux-energies.fr,false,""
2024-04-08T01:00:00.000000,France,France,FR,8.46,22.97,98.16,27.7,opendata.reseaux-energies.fr,false,""
2024-04-08T02:00:00.000000,France,France,FR,8.46,23.01,98.18,27.73,opendata.reseaux-energies.fr,false,""
2024-04-08T03:00:00.000000,France,France,FR,8.23,22.59,98.23,27.55,opendata.reseaux-energies.fr,false,""
2024-04-08T04:00:00.000000,France,France,FR,7.31,21.11,98.41,27.25,opendata.reseaux-energies.fr,false,""
2024-04-08T05:00:00.000000,France,France,FR,6.77,20.19,98.51,28.18,opendata.reseaux-energies.fr,false,""
2024-04-08T06:00:00.000000,France,France,FR,7.79,21.54,98.22,28.84,opendata.reseaux-energies.fr,false,""
2024-04-08T07:00:00.000000,France,France,FR,8.13,22.57,98.1,30.13,opendata.reseaux-energies.fr,false,""
2024-04-08T08:00:00.000000,France,France,FR,7.68,22.79,98.21,31.77,opendata.reseaux-energies.fr,false,""
2024-04-08T09:00:00.000000,France,France,FR,7.99,24.03,98.18,35.59,opendata.reseaux-energies.fr,false,""
2024-04-08T10:00:00.000000,France,France,FR,7.54,24.09,98.3,39.45,opendata.reseaux-energies.fr,false,""
2024-04-08T11:00:00.000000,France,France,FR,5.29,21.76,98.82,41.71,opendata.reseaux-energies.fr,false,""
2024-04-08T12:00:00.000000,France,France,FR,4.59,20.97,98.94,42.31,opendata.reseaux-energies.fr,false,""
2024-04-08T13:00:00.000000,France,France,FR,4.53,20.83,98.96,41.85,opendata.reseaux-energies.fr,false,""
2024-04-08T14:00:00.000000,France,France,FR,6.31,22.25,98.6,37.53,opendata.reseaux-energies.fr,false,""
2024-04-08T15:00:00.000000,France,France,FR,6.86,22.39,98.51,37.41,opendata.reseaux-energies.fr,false,""
2024-04-08T16:00:00.000000,France,France,FR,6.58,21.48,98.55,36.84,opendata.reseaux-energies.fr,false,""
2024-04-08T17:00:00.000000,France,France,FR,7.44,21.74,98.33,35.0,opendata.reseaux-energies.fr,false,""
2024-04-08T18:00:00.000000,France,France,FR,7.97,21.96,98.18,34.46,opendata.reseaux-energies.fr,false,""
2024-04-08T19:00:00.000000,France,France,FR,7.95,22.0,98.19,34.32,opendata.reseaux-energies.fr,false,""
2024-04-08T20:00:00.000000,France,France,FR,7.28,21.18,98.38,35.35,opendata.reseaux-energies.fr,false,""
2024-04-08T21:00:00.000000,France,France,FR,7.5,21.38,98.35,35.29,opendata.reseaux-energies.fr,false,""
2024-04-08T22:00:00.000000,France,France,FR,5.4,18.76,98.77,34.61,opendata.reseaux-energies.fr,false,""
2024-04-08T23:00:00.000000,France,France,FR,4.89,18.24,98.87,35.22,opendata.reseaux-energies.fr,false,""
2024-04-09T00:00:00.000000,France,France,FR,5.87,19.48,98.67,33.13,opendata.reseaux-energies.fr,false,""
2024-04-09T01:00:00.000000,France,France,FR,5.72,19.32,98.69,31.72,opendata.reseaux-energies.fr,false,""
2024-04-09T02:00:00.000000,France,France,FR,5.23,18.7,98.79,31.46,opendata.reseaux-energies.fr,false,""
2024-04-09T03:00:00.000000,France,France,FR,5.45,18.94,98.75,32.16,opendata.reseaux-energies.fr,false,""
2024-04-09T04:00:00.000000,France,France,FR,4.94,18.3,98.87,36.17,opendata.reseaux-energies.fr,false,""
2024-04-09T05:00:00.000000,France,France,FR,4.47,17.61,98.98,38.58,opendata.reseaux-energies.fr,false,""
2024-04-09T06:00:00.000000,France,France,FR,5.24,18.6,98.81,38.82,opendata.reseaux-energies.fr,false,""
2024-04-09T07:00:00.000000,France,France,FR,4.92,18.69,98.87,40.47,opendata.reseaux-energies.fr,false,""
2024-04-09T08:00:00.000000,France,France,FR,4.51,18.89,98.95,43.25,opendata.reseaux-energies.fr,false,""
2024-04-09T09:00:00.000000,France,France,FR,5.77,20.89,98.73,41.78,opendata.reseaux-energies.fr,false,""
2024-04-09T10:00:00.000000,France,France,FR,17.3,35.73,97.29,40.85,opendata.reseaux-energies.fr,false,""
2024-04-09T11:00:00.000000,France,France,FR,11.03,28.07,98.06,41.57,opendata.reseaux-energies.fr,false,""
2024-04-09T12:00:00.000000,France,France,FR,6.1,22.03,98.68,42.01,opendata.reseaux-energies.fr,false,""
2024-04-09T13:00:00.000000,France,France,FR,6.01,22.1,98.68,42.6,opendata.reseaux-energies.fr,false,""
2024-04-09T14:00:00.000000,France,France,FR,5.93,21.83,98.7,41.99,opendata.reseaux-energies.fr,false,""
2024-04-09T15:00:00.000000,France,France,FR,6.05,21.63,98.68,40.48,opendata.reseaux-energies.fr,false,""
2024-04-09T16:00:00.000000,France,France,FR,5.94,20.97,98.66,40.9,opendata.reseaux-energies.fr,false,""
2024-04-09T17:00:00.000000,France,France,FR,6.06,20.12,98.62,38.01,opendata.reseaux-energies.fr,false,""
2024-04-09T18:00:00.000000,France,France,FR,5.93,19.13,98.65,33.92,opendata.reseaux-energies.fr,false,""
2024-04-09T19:00:00.000000,France,France,FR,4.75,17.39,98.9,32.4,opendata.reseaux-energies.fr,false,""
2024-04-09T20:00:00.000000,France,France,FR,5.82,18.71,98.67,31.5,opendata.reseaux-energies.fr,false,""
2024-04-09T21:00:00.000000,France,France,FR,7.44,20.8,98.33,32.1,opendata.reseaux-energies.fr,false,""
2024-04-09T22:00:00.000000,France,France,FR,7.69,21.3,98.29,31.72,opendata.reseaux-energies.fr,false,""
2024-04-09T23:00:00.000000,France,France,FR,8.12,21.97,98.21,31.19,opendata.reseaux-energies.fr,false,""
2024-04-10T00:00:00.000000,France,France,FR,8.35,22.21,98.16,30.41,opendata.reseaux-energies.fr,false,""
2024-04-10T01:00:00.000000,France,France,FR,8.42,22.29,98.15,29.76,opendata.reseaux-energies.fr,false,""
2024-04-10T02:00:00.000000,France,France,FR,8.6,22.48,98.12,29.03,opendata.reseaux-energies.fr,false,""
2024-04-10T03:00:00.000000,France,France,FR,8.34,22.02,98.18,28.07,opendata.reseaux-energies.fr,false,""
2024-04-10T04:00:00.000000,France,France,FR,8.11,21.37,98.19,27.43,opendata.reseaux-energies.fr,false,""
2024-04-10T05:00:00.000000,France,France,FR,11.69,25.66,97.46,27.02,opendata.reseaux-energies.fr,false,""
2024-04-10T06:00:00.000000,France,France,FR,13.62,28.51,97.22,27.42,opendata.reseaux-energies.fr,false,""
2024-04-10T07:00:00.000000,France,France,FR,7.82,22.05,98.21,29.31,opendata.reseaux-energies.fr,false,""
2024-04-10T08:00:00.000000,France,France,FR,6.85,21.92,98.45,32.51,opendata.reseaux-energies.fr,false,""
2024-04-10T09:00:00.000000,France,France,FR,5.8,21.32,98.72,34.5,opendata.reseaux-energies.fr,false,""
2024-04-10T10:00:00.000000,France,France,FR,5.56,21.45,98.76,35.89,opendata.reseaux-energies.fr,false,""
2024-04-10T11:00:00.000000,France,France,FR,5.18,21.34,98.83,36.88,opendata.reseaux-energies.fr,false,""
2024-04-10T12:00:00.000000,France,France,FR,5.24,21.76,98.81,37.71,opendata.reseaux-energies.fr,false,""
2024-04-10T13:00:00.000000,France,France,FR,5.59,22.12,98.76,37.71,opendata.reseaux-energies.fr,false,""
2024-04-10T14:00:00.000000,France,France,FR,6.27,22.77,98.61,37.27,opendata.reseaux-energies.fr,false,""
2024-04-10T15:00:00.000000,France,France,FR,6.43,22.62,98.56,36.27,opendata.reseaux-energies.fr,false,""
2024-04-10T16:00:00.000000,France,France,FR,6.99,22.35,98.42,33.4,opendata.reseaux-energies.fr,false,""
2024-04-10T17:00:00.000000,France,France,FR,7.8,22.0,98.22,30.18,opendata.reseaux-energies.fr,false,""
2024-04-10T18:00:00.000000,France,France,FR,8.4,21.88,98.06,27.61,opendata.reseaux-energies.fr,false,""
2024-04-10T19:00:00.000000,France,France,FR,8.24,21.58,98.08,26.76,opendata.reseaux-energies.fr,false,""
2024-04-10T20:00:00.000000,France,France,FR,8.85,22.48,97.95,27.27,opendata.reseaux-energies.fr,false,""
2024-04-10T21:00:00.000000,France,France,FR,9.09,22.85,97.9,27.72,opendata.reseaux-energies.fr,false,""
2024-04-10T22:00:00.000000,France,France,FR,8.94,22.96,97.97,28.44,opendata.reseaux-energies.fr,false,""
2024-04-10T23:00:00.000000,France,France,FR,8.05,22.11,98.23,28.9,opendata.reseaux-energies.fr,false,""
2024-04-11T00:00:00.000000,France,France,FR,8.36,22.52,98.17,28.07,opendata.reseaux-energies.fr,false,""
2024-04-11T01:00:00.000000,France,France,FR,8.36,22.52,98.16,27.0,opendata.reseaux-energies.fr,false,""
2024-04-11T02:00:00.000000,France,France,FR,7.49,21.48,98.32,25.58,opendata.reseaux-energies.fr,false,""
2024-04-11T03:00:00.000000,France,France,FR,7.89,21.73,98.27,25.08,opendata.reseaux-energies.fr,false,""
2024-04-11T04:00:00.000000,France,France,FR,8.32,21.96,98.16,25.26,opendata.reseaux-energies.fr,false,""
2024-04-11T05:00:00.000000,France,France,FR,11.62,25.96,97.52,26.62,opendata.reseaux-energies.fr,false,""
2024-04-11T06:00:00.000000,France,France,FR,16.96,33.13,96.77,27.63,opendata.reseaux-energies.fr,false,""
2024-04-11T07:00:00.000000,France,France,FR,19.23,36.88,96.64,29.39,opendata.reseaux-energies.fr,false,""
2024-04-11T08:00:00.000000,France,France,FR,6.01,20.96,98.66,32.17,opendata.reseaux-energies.fr,false,""
2024-04-11T09:00:00.000000,France,France,FR,5.29,20.99,98.81,34.22,opendata.reseaux-energies.fr,false,""
2024-04-11T10:00:00.000000,France,France,FR,5.06,21.4,98.86,35.92,opendata.reseaux-energies.fr,false,""
2024-04-11T11:00:00.000000,France,France,FR,4.97,21.68,98.88,36.83,opendata.reseaux-energies.fr,false,""
2024-04-11T12:00:00.000000,France,France,FR,4.82,21.72,98.9,37.15,opendata.reseaux-energies.fr,false,""
2024-04-11T13:00:00.000000,France,France,FR,5.04,21.98,98.88,36.77,opendata.reseaux-energies.fr,false,""
2024-04-11T14:00:00.000000,France,France,FR,4.99,21.62,98.87,34.96,opendata.reseaux-energies.fr,false,""
2024-04-11T15:00:00.000000,France,France,FR,5.85,22.15,98.69,33.51,opendata.reseaux-energies.fr,false,""
2024-04-11T16:00:00.000000,France,France,FR,6.94,22.51,98.44,29.92,opendata.reseaux-energies.fr,false,""
2024-04-11T17:00:00.000000,France,France,FR,7.33,21.54,98.33,25.42,opendata.reseaux-energies.fr,false,""
2024-04-11T18:00:00.000000,France,France,FR,10.89,25.17,97.64,22.47,opendata.reseaux-energies.fr,false,""
2024-04-11T19:00:00.000000,France,France,FR,10.2,24.14,97.79,22.44,opendata.reseaux-energies.fr,false,""
2024-04-11T20:00:00.000000,France,France,FR,8.84,22.4,98.03,21.63,opendata.reseaux-energies.fr,false,""
2024-04-11T21:00:00.000000,France,France,FR,8.8,22.3,98.02,22.11,opendata.reseaux-energies.fr,false,""
2024-04-11T22:00:00.000000,France,France,FR,7.83,21.07,98.23,21.26,opendata.reseaux-energies.fr,false,""
2024-04-11T23:00:00.000000,France,France,FR,7.59,21.06,98.3,21.04,opendata.reseaux-energies.fr,false,""
2024-04-12T00:00:00.000000,France,France,FR,7.12,20.54,98.4,20.59,opendata.reseaux-energies.fr,false,""
2024-04-12T01:00:00.000000,France,France,FR,7.41,21.02,98.34,20.54,opendata.reseaux-energies.fr,false,""
2024-04-12T02:00:00.000000,France,France,FR,7.81,21.6,98.24,20.23,opendata.reseaux-energies.fr,false,""
2024-04-12T03:00:00.000000,France,France,FR,8.16,21.96,98.18,20.23,opendata.reseaux-energies.fr,false,""
2024-04-12T04:00:00.000000,France,France,FR,7.59,20.98,98.25,20.34,opendata.reseaux-energies.fr,false,""
2024-04-12T05:00:00.000000,France,France,FR,6.97,19.97,98.32,22.01,opendata.reseaux-energies.fr,false,""
2024-04-12T06:00:00.000000,France,France,FR,7.75,21.36,98.12,25.02,opendata.reseaux-energies.fr,false,""
2024-04-12T07:00:00.000000,France,France,FR,7.22,21.87,98.33,27.55,opendata.reseaux-energies.fr,false,""
2024-04-12T08:00:00.000000,France,France,FR,6.13,21.94,98.64,31.17,opendata.reseaux-energies.fr,false,""
2024-04-12T09:00:00.000000,France,France,FR,5.64,22.54,98.75,35.0,opendata.reseaux-energies.fr,false,""
2024-04-12T10:00:00.000000,France,France,FR,4.57,21.98,98.96,37.5,opendata.reseaux-energies.fr,false,""
2024-04-12T11:00:00.000000,France,France,FR,6.6,24.37,98.58,36.34,opendata.reseaux-energies.fr,false,""
2024-04-12T12:00:00.000000,France,France,FR,8.23,26.72,98.31,36.62,opendata.reseaux-energies.fr,false,""
2024-04-12T13:00:00.000000,France,France,FR,6.52,24.36,98.57,35.09,opendata.reseaux-energies.fr,false,""
2024-04-12T14:00:00.000000,France,France,FR,5.85,23.01,98.7,33.58,opendata.reseaux-energies.fr,false,""
2024-04-12T15:00:00.000000,France,France,FR,6.06,22.71,98.67,32.99,opendata.reseaux-energies.fr,false,""
2024-04-12T16:00:00.000000,France,France,FR,7.12,23.24,98.43,29.98,opendata.reseaux-energies.fr,false,""
2024-04-12T17:00:00.000000,France,France,FR,7.5,22.17,98.32,25.55,opendata.reseaux-energies.fr,false,""
2024-04-12T18:00:00.000000,France,France,FR,20.11,37.1,96.62,21.67,opendata.reseaux-energies.fr,false,""
2024-04-12T19:00:00.000000,France,France,FR,16.58,32.33,97.18,22.29,opendata.reseaux-energies.fr,false,""
2024-04-12T20:00:00.000000,France,France,FR,11.07,25.3,98.08,22.69,opendata.reseaux-energies.fr,false,""
2024-04-12T21:00:00.000000,France,France,FR,6.08,18.98,98.73,23.32,opendata.reseaux-energies.fr,false,""
2024-04-12T22:00:00.000000,France,France,FR,5.01,17.75,98.85,22.73,opendata.reseaux-energies.fr,false,""
2024-04-12T23:00:00.000000,France,France,FR,4.9,17.91,98.88,22.22,opendata.reseaux-energies.fr,false,""
2024-04-13T00:00:00.000000,France,France,FR,4.81,17.96,98.91,22.46,opendata.reseaux-energies.fr,false,""
2024-04-13T01:00:00.000000,France,France,FR,4.93,18.31,98.88,21.98,opendata.reseaux-energies.fr,false,""
2024-04-13T02:00:00.000000,France,France,FR,4.99,18.53,98.87,22.07,opendata.reseaux-energies.fr,false,""
2024-04-13T03:00:00.000000,France,France,FR,5.0,18.52,98.86,22.45,opendata.reseaux-energies.fr,false,""
2024-04-13T04:00:00.000000,France,France,FR,4.91,18.23,98.88,22.57,opendata.reseaux-energies.fr,false,""
2024-04-13T05:00:00.000000,France,France,FR,4.82,18.03,98.91,22.62,opendata.reseaux-energies.fr,false,""
2024-04-13T06:00:00.000000,France,France,FR,6.97,21.4,98.46,25.75,opendata.reseaux-energies.fr,false,""
2024-04-13T07:00:00.000000,France,France,FR,7.35,23.7,98.4,31.91,opendata.reseaux-energies.fr,false,""
2024-04-13T08:00:00.000000,France,France,FR,9.19,27.98,98.23,36.35,opendata.reseaux-energies.fr,false,""
2024-04-13T09:00:00.000000,France,France,FR,10.69,31.42,97.91,40.67,opendata.reseaux-energies.fr,false,""
2024-04-13T10:00:00.000000,France,France,FR,13.31,35.84,97.46,45.77,opendata.reseaux-energies.fr,false,""
2024-04-13T11:00:00.000000,France,France,FR,13.99,37.48,97.33,49.27,opendata.reseaux-energies.fr,false,""
2024-04-13T12:00:00.000000,France,France,FR,13.68,37.27,97.37,50.09,opendata.reseaux-energies.fr,false,""
2024-04-13T13:00:00.000000,France,France,FR,11.26,33.77,97.73,48.05,opendata.reseaux-energies.fr,false,""
2024-04-13T14:00:00.000000,France,France,FR,7.9,28.17,98.27,43.44,opendata.reseaux-energies.fr,false,""
2024-04-13T15:00:00.000000,France,France,FR,7.74,26.56,98.33,39.22,opendata.reseaux-energies.fr,false,""
2024-04-13T16:00:00.000000,France,France,FR,7.84,25.32,98.32,36.34,opendata.reseaux-energies.fr,false,""
2024-04-13T17:00:00.000000,France,France,FR,9.0,25.28,98.04,33.32,opendata.reseaux-energies.fr,false,""
2024-04-13T18:00:00.000000,France,France,FR,6.68,20.97,98.49,29.39,opendata.reseaux-energies.fr,false,""
2024-04-13T19:00:00.000000,France,France,FR,6.04,19.99,98.63,30.34,opendata.reseaux-energies.fr,false,""
2024-04-13T20:00:00.000000,France,France,FR,7.0,21.26,98.45,30.6,opendata.reseaux-energies.fr,false,""
2024-04-13T21:00:00.000000,France,France,FR,8.42,23.31,98.18,31.1,opendata.reseaux-energies.fr,false,""
2024-04-13T22:00:00.000000,France,France,FR,10.55,26.31,97.82,30.61,opendata.reseaux-energies.fr,false,""
2024-04-13T23:00:00.000000,France,France,FR,12.33,29.01,97.51,30.89,opendata.reseaux-energies.fr,false,""
2024-04-14T00:00:00.000000,France,France,FR,10.87,27.34,97.78,28.99,opendata.reseaux-energies.fr,false,""
2024-04-14T01:00:00.000000,France,France,FR,13.23,30.43,97.54,26.56,opendata.reseaux-energies.fr,false,""
2024-04-14T02:00:00.000000,France,France,FR,12.8,29.92,97.65,25.42,opendata.reseaux-energies.fr,false,""
2024-04-14T03:00:00.000000,France,France,FR,15.13,32.87,97.12,25.37,opendata.reseaux-energies.fr,false,""
2024-04-14T04:00:00.000000,France,France,FR,15.74,33.54,97.0,25.36,opendata.reseaux-energies.fr,false,""
2024-04-14T05:00:00.000000,France,France,FR,15.48,33.21,97.05,25.04,opendata.reseaux-energies.fr,false,""
2024-04-14T06:00:00.000000,France,France,FR,16.92,35.72,96.73,27.51,opendata.reseaux-energies.fr,false,""
2024-04-14T07:00:00.000000,France,France,FR,16.46,36.82,96.9,32.77,opendata.reseaux-energies.fr,false,""
2024-04-14T08:00:00.000000,France,France,FR,17.51,39.47,96.83,37.42,opendata.reseaux-energies.fr,false,""
2024-04-14T09:00:00.000000,France,France,FR,16.23,39.34,96.91,43.33,opendata.reseaux-energies.fr,false,""
2024-04-14T10:00:00.000000,France,France,FR,15.41,39.24,96.98,47.16,opendata.reseaux-energies.fr,false,""
2024-04-14T11:00:00.000000,France,France,FR,15.15,39.29,97.02,48.42,opendata.reseaux-energies.fr,false,""
2024-04-14T12:00:00.000000,France,France,FR,15.16,39.69,97.02,49.24,opendata.reseaux-energies.fr,false,""
2024-04-14T13:00:00.000000,France,France,FR,13.09,36.52,97.49,47.63,opendata.reseaux-energies.fr,false,""
2024-04-14T14:00:00.000000,France,France,FR,10.75,32.37,97.88,43.01,opendata.reseaux-energies.fr,false,""
2024-04-14T15:00:00.000000,France,France,FR,6.9,26.09,98.47,38.84,opendata.reseaux-energies.fr,false,""
2024-04-14T16:00:00.000000,France,France,FR,7.21,24.56,98.42,34.24,opendata.reseaux-energies.fr,false,""
2024-04-14T17:00:00.000000,France,France,FR,8.98,24.7,98.03,29.29,opendata.reseaux-energies.fr,false,""
2024-04-14T18:00:00.000000,France,France,FR,6.6,20.35,98.53,26.29,opendata.reseaux-energies.fr,false,""
2024-04-14T19:00:00.000000,France,France,FR,5.0,18.02,98.86,25.84,opendata.reseaux-energies.fr,false,""
2024-04-14T20:00:00.000000,France,France,FR,4.93,17.93,98.88,25.85,opendata.reseaux-energies.fr,false,""
2024-04-14T21:00:00.000000,France,France,FR,4.95,18.03,98.88,26.57,opendata.reseaux-energies.fr,false,""
2024-04-14T22:00:00.000000,France,France,FR,6.74,20.65,98.51,26.92,opendata.reseaux-energies.fr,false,""
2024-04-14T23:00:00.000000,France,France,FR,6.38,20.61,98.59,25.71,opendata.reseaux-energies.fr,false,""
2024-04-15T00:00:00.000000,France,France,FR,6.4,20.97,98.54,26.3,opendata.reseaux-energies.fr,false,""
2024-04-15T01:00:00.000000,France,France,FR,5.98,20.55,98.63,26.89,opendata.reseaux-energies.fr,false,""
2024-04-15T02:00:00.000000,France,France,FR,5.95,20.58,98.64,28.42,opendata.reseaux-energies.fr,false,""
2024-04-15T03:00:00.000000,France,France,FR,5.96,20.49,98.64,29.03,opendata.reseaux-energies.fr,false,""
2024-04-15T04:00:00.000000,France,France,FR,6.21,20.5,98.57,30.08,opendata.reseaux-energies.fr,false,""
